Geneid	D-1
DPRX	0
CT69	0
LINC01010	4
LOC101928304	0
KLK3	0
MIR3662	0
STARD9	289
FAM25A	0
KRTAP16-1	5
MIR147A	0
MIR301B	0
MIR208B	0
MIR548A2	0
DDX4	0
CDKL5	43
LINC00271	0
LOC644135	3
UBTFL1	0
FAM221B	0
LOC101928429	352
NHEG1	0
LOC102723649	0
LINC02539	0
LINC02528	0
ART1	1
C5orf52	0
MIR3145	0
FLJ46906	68
ECT2L	10
SMLR1	0
ZNF865	612
PSMD14	1835
LINC01625	1
FILNC1	8
LOC100507477	0
LOC103352541	0
MIR3668	0
CT66	0
LOC153910	0
LINC01277	0
HELLS	324
HSD17B13	32
RAB17	14
ADCY6-DT	0
ZNF84-DT	0
ZBED8	42
ZASP	0
ATP6V0A1	1
C2CD4D	0
TERB1	0
GFPT1	676
SNORA98	0
LOC100507557	8
TIMP3	0
GPT	39
GRK5	304
DHX38	1146
CYP2A13	0
CYP3A7	0
CYP2A6	0
MSTN	2
LOC101928661	0
PDK3	623
KATNBL1P6	45
BARD1	233
GPR34	11
UST-AS1	0
LOC105378047	0
TAB2-AS1	0
SIRT1	452
RPS18P9	129
LOC645967	1
NTN4	0
ABHD14A	288
SIN3A	1308
RAET1E-AS1	6
LOC105378052	0
RAC2	2784
RABIF	258
RAET1K	48
CPNE2	883
PIN4	757
RNA45SN5	0
KLF10	165
BCL7A	590
SMIM24	190
OR2B2	0
NRON	0
LOC102723831	1
KRT4	0
STIMATE-MUSTN1	0
GPR108	1195
AMELY	0
SERPING1	0
FAM216A	735
RBM15B	1565
ATP10D	746
ARHGEF39	167
SLC25A38	844
CEP89	223
FAM174C	1060
SYNE1-AS1	0
MPV17	1010
BORCS7	251
SAP18	2685
CCDC107	49
THG1L	367
TMEM65	1151
TEX13C	0
HERPUD2	368
TXN2	2778
MIR1273C	0
CDK3	0
BMS1	2577
LOC105378068	0
SNORD28B	0
MIR4466	0
DNAJA2	1365
MIR3692	0
SYNJ2-IT1	0
SPINK4	3
DHDH	6
DIMT1	418
GABRD	4
SNORA116	0
MIR7161	1
MIR3918	0
OSTCP1	2
LOC101929122	0
LINC02529	0
CCDC93	421
STC2	8
SOD2-OT1	21
SNORA20	2
SNORA29	6
MRPL18	3631
AIRN	3
LOC729603	11
LOXL2	23
LPAL2	2
DPP9	1251
PRSS40B	0
AGPAT4-IT1	11
DBR1	678
LOC105378098	0
COPG1	2184
PACRG-AS2	0
PACRG-AS3	0
PACRG-AS1	0
DKFZp451B082	3
CAHM	42
UHRF1BP1	732
LOC102724152	0
MEAT6	0
VPS35	1739
TANC2	80
RBM12	903
LINC00602	0
LOC729681	0
SIPA1	2651
LOC101929297	0
LOC100289495	40
PEX7	233
ESPL1	1202
LOC645177	0
RPS6KA2-IT1	0
MIR1913	0
RPS6KA2-AS1	0
MIR3939	2
ANGPT1	368
ADPRS	529
LOC105378123	0
PLA2G3	9
HAS1	5
LOC105378127	0
LINC02538	0
LINC02487	0
LINC01558	0
LOC441179	1
AFDN-DT	11
KIF25-AS1	0
HSD17B11	916
CYB5R1	70
LOC105378137	0
LOC101929420	0
C9orf139	245
MRPS15	2050
TEX12	4
LOC105378146	0
LOC101929460	0
LOC102724357	0
LINC01615	0
LINC02544	0
LOC101929523	9
TENT4B	160
LINC00242	1
LINC00574	4
LOC102724511	31
LOC154449	0
LOC285804	2
LINC01624	3
WFDC13	0
MIR4644	0
DUSP2	287
DTX1	0
AMPD1	0
SPANXC	0
HOXC8	6
PPM1H	47
CCDC89	0
NYNRIN	0
COLGALT2	58
OR11H2	0
FASLG	0
MYOZ3	0
PSCA	1
MRPL12	3958
DLL1	249
RPS14	29852
KRT13	1
ACOT7	3604
SLC6A20	1
GOLGA8G	0
DKKL1	38
BBC3	215
ZBTB11	304
PCNX2	166
FBXL16	137
OTOA	0
PSME4	861
RUNDC1	278
PTGR1	179
GPR137B	38
CDC42BPG	3
HSBP1	5928
RPS21	11464
WASL	59
GALNT1	1566
CTTNBP2	0
PHIP	1585
CNPY4	122
CLEC6A	0
ZNF676	0
LSR	19
OR7A17	0
HSFX2	0
CCDC175	0
DAOA	0
DNAI1	1
APOC3	0
SYF2	905
TBL1Y	0
ZNF408	171
DBX1	0
PRSS16	0
UBXN11	300
CTSW	9
INHBA	2746
INHA	0
IL17A	0
ENO4	0
ALYREF	6929
ATP1B4	0
HSPA6	22
HSPA4	4476
ACO2	1526
PITX1	0
PIP	0
ARL5C	0
FKBP14	150
INSM1	20
ITGA5	1912
MIR582	0
MIR579	0
PRND	0
APOC4	0
SCD5	650
LHX1	0
ALOX12B	19
OR4A47	0
MYF6	0
SLC9A2	1
NR2F1	52
NTSR2	0
SLFN12	38
LOC102724957	0
IFNA6	0
PKHD1L1	0
POLN	77
VSIG1	0
TCEAL6	0
WDR45	368
DYNLL1	2685
ABCB11	1
FZD10	0
KCNJ6	1
HACD1	343
LIMD1	430
DSPP	0
SPOPL	150
S100A6	3137
CHMP5	551
ADRA1D	0
ADRA1B	0
EIF2B5	2197
ATP2C2	7
ZAP70	6
FARSB	1949
GPRC5A	12
CASP2	857
OR52L1	0
OR52K1	0
DGAT2L6	0
ITIH6	0
LRG1	733
SYT11	2
PMP2	0
SZT2	289
SULT1A1	342
ACBD3	376
NEUROD6	0
MAP1LC3B	764
PMCH	4
RHOV	0
LY86-AS1	16
STMP1	943
GOLGA6L1	0
ZNF703	175
SLC35E3	207
UBE2A	1763
MANBA	279
ARL3	1000
CDC40	1012
PITPNA	1000
CTSZ	1948
NRAS	1839
FMNL2	111
MOB2	256
MAGEB16	0
PLOD1	1637
APOB	0
ZNF510	84
ADGRG3	81
TYW1B	22
MIR596	0
MIR592	0
THAP10	8
TPSG1	0
KRTAP9-4	0
SMIM34A	2
GRK2	9879
APOBR	425
L1TD1	0
IFIH1	89
TPBG	41
TSPAN12	0
INPP5E	262
CBX2	1084
SHC4	7
SDK2	0
KCNK9	4
FAM50B	15
PMM2	581
NECTIN4	3
RP1L1	12
ACKR2	27
PAPSS2	4
PCSK9	0
DDIT4	2975
NPAP1	0
MMAA	73
CYP1B1	1
POU4F3	13
NAMPT	986
CA5B	0
C8orf74	0
DEFA6	0
HEG1	210
PMM1	569
MTMR6	479
NLRP10	0
CASTOR2	3
GAU1	4
CXorf51B	0
ALG1L	8
TNKS	324
UTP14C	0
CLDN34	0
CPNE8	107
ZBED6	21
HECTD4	383
MEP1B	0
ST3GAL1	551
ID3	85
IDO1	0
ARID3B	307
DBT	361
CARNS1	6
MIR632	0
MIR630	0
MIR548C	0
ZNF367	399
COL8A2	0
ASPG	0
GPR183	0
C3orf80	1286
HTR3C	0
ELMO2	461
HNF1A-AS1	0
MFFP2	1
CHRNB2	7
HOXA2	20
C17orf113	0
ZBTB5	230
ZSCAN5C	2
EBI3	0
G3BP1	3098
CLEC3A	0
NBPF26	249
OR6C76	1
OR6C3	0
MPP6	394
UHRF1BP1L	303
H2BC5	224
H2BC3	25
METTL14	371
ZNF648	0
MCM3AP	629
GPR179	0
MZT2B	6078
EMSLR	36
SLC35F6	476
UBE2R2	1100
OR1J4	0
TOE1	318
CDX4	0
ZBED5	338
POF1B	0
LRRC14	352
MINDY4	0
MIR449B	0
MIR646	0
SLC2A3	400
UCP1	0
MRPS30	1064
SLC22A15	60
PYY	1
MYH8	0
CPQ	135
LHX5	0
KCNK15	0
NECAB1	2
ZNF280C	137
PSMD11	2019
ZRANB2	2462
SRD5A2	1
LOC730098	122
MAD2L1BP	490
MSH2	1374
SGPL1	371
PRLHR	1
NXPH4	0
RTL4	0
FGF16	0
ATAD3B	1139
KLRK1	0
CASC3	1086
RRN3P3	45
PRDM6	0
NDUFB9	4784
RPL22	9942
GABBR2	0
BMPR1A	159
CER1	0
MAST3	179
PGA4	0
PLA2G1B	0
RPS25	15232
HSDL2	489
UGT2B17	0
RPL13	28732
RPL12	6403
MAP3K10	374
OR6C2	0
ADAM19	1
H2BC11	107
ZNF80	0
ATP9B	201
CHTF18	1658
MYBPHL	0
SLC15A4	451
SPATA25	3
UPRT	307
ACOT4	0
UGT1A9	0
CRTAC1	0
MYSM1	460
SCNN1G	0
KLF9	336
UCP2	3023
IFNA8	0
MIRLET7A3	0
MIRLET7A2	0
MIR770	0
EMC7	1386
TTLL4	400
MYOZ1	0
SLC7A5	70649
PATE3	0
GMPR	279
HDAC5	1165
FMOD	0
DUSP12	454
EIF1AY	0
GABRA1	0
DRD2	0
FOXD4L6	0
PLEKHA6	2
UBALD2	1831
TMPRSS12	3
PANDAR	32
CCAT2	0
EPO	0
CRYBG2	0
RNF44	1150
LRRTM2	1
RPS23	25711
ANKRD40	579
FAM229A	101
GRID2IP	4
GCGR	0
RCC1L	573
LIMK1	844
ANGPTL3	0
VEZF1	822
PTRH2	485
SNHG20	146
RPL32	21147
GABRP	0
MBD3L4	0
PRDM7	1
GLCCI1-DT	3
ST20-MTHFS	0
CLEC1B	18
SCLY	2
DPH3	580
RPS28	2618
C11orf86	0
PPP2R5B	82
ID4	0
NPM3	2953
TMEM204	1
ENDOD1	0
MLANA	6
UBA2	3629
GPX1	7368
USP17L2	0
MIRLET7F1	0
CACYBP	3395
OTOR	0
SDF2L1	3068
ZFAND3	1094
GAN	55
TIMD4	0
HSFX4	0
KLHL9	552
DEFB126	0
SMIM30	994
POM121L12	0
C20orf203	12
KRT81	8
BRICD5	52
PCBP2-OT1	1
KCNQ4	7
CHRNB3	0
ZNF24	897
ECEL1	0
CASC4	1035
CAT	4982
ABCC12	0
LOC102723672	29
LOC100507642	288
LOC105375115	0
LOC442497	3
OR51F2	0
HRAT92	158
IL6-AS1	1
FASN	14660
TBC1D3E	0
GZMH	1
USP17L18	0
ADIG	0
NLRP12	57
LOC100652931	0
GPR87	0
HOXA6	23
IVL	0
LOC101927021	154
GLUD2	251
FAM167B	5
LRRC72	0
LOC100128653	9
PSMG3-AS1	99
TFAMP1	1
ELFN1-AS1	9
C6orf201	2
MIR4655	1
SNORA114	0
GPX6	1
FAM241A	255
MIR6836	0
P3R3URF	0
MIR4648	0
ATRAID	1272
LOC100129603	0
OR8B8	0
MIR4656	0
SNORD165	0
MOSMO	98
RNF216P1	404
RBAKDN	5
ZNF890P	0
CT83	0
KCNV1	0
FETUB	0
RNF11	788
LOC221946	1
RNF216-IT1	0
MIR6874	0
ZNF815P	212
ZIC3	0
CYP4F8	0
KCNQ5	363
TRPV5	1
PDCD5	3034
NCR3LG1	24
CBY1	265
C22orf31	0
PANX1	88
MIR637	4
MIR634	0
SNORA80D	2
KCNF1	0
HUWE1	3156
SLC30A2	0
PARD6G	11
ANKRD36C	229
PMS2CL	40
MIR3683	0
LOC100131257	0
LOC101927354	0
LOC101927391	7
PRAMEF13	0
PLAA	824
LOC100505938	6
MGC4859	16
LOC100131472	0
SLC7A6	181
UGGT1	1112
PPP5C	3242
LOC102725191	0
REC114	1
MYCBP	3
MMD	313
DNAJB9	174
PIGN	226
AKNAD1	1
PEX14	826
ZNF316	759
WDR86	5
EFHD2	3774
RBFOX3	18
NUTM2B	1
OR52I1	0
XCL1	1
LOC105375166	0
LINC02587	0
CRPPA-AS1	0
POLR1C	633
CTRC	3
STXBP3	520
GANC	276
KCCAT333	3
LOC101927630	6
SLC25A6	0
MIR1302-6	0
SPZ1	0
SPINK7	0
COL23A1	3
MATN1	1
MIR3146	0
FAM25E	0
LOC101927668	1
LOC100506098	2
LOC101927769	0
LOC101927811	1
AZGP1	0
ZSCAN20	24
GPR63	152
RPL23P8	95
LINC01162	0
CFAP74	1
LOC100506178	0
LOC401312	0
SNHG26	28
SNORD93	3
KLHL7-DT	24
LCE5A	0
P2RY1	0
LCE2C	0
LCE2A	0
FZD8	13
PCDHA13	0
SNORD65C	0
RPS2P32	6
MTRNR2L5	0
UBE2O	932
CLK2P1	13
PRKAR2B	715
WFDC2	7
CARD16	127
PAX9	19
PDE6C	4
EPPIN	0
TOMM20L	5
FAM98B	1836
KSR2	1
CCDC9B	143
PLAC1	1
SMPD2	439
LOC105375304	37
KIAA0087	1
GJB3	0
L2HGDH	271
CNTD2	6
HOXA10-HOXA9	14
TPT1-AS1	124
EVX1-AS	0
F2RL3	2
B2M	13615
TSL	0
TNFRSF8	1
JAZF1-AS1	0
LOC100506497	0
LOC101928168	0
ZNF138	256
VMAC	51
LOC646762	180
MIR550A3	0
ZNRF2P2	1
TIMM17B	2450
PRY	0
LOC105375218	19
MIR550A1	0
MIR550B1	0
DKFZP586I1420	66
LINC01176	13
GARS-DT	90
INMT-MINDY4	0
GINM1	856
ZNF653	146
TMEM163	241
HMGN5	1187
FAM170B	3
LOC100130673	0
SDR9C7	0
DPY19L1P1	11
ZNRF2P1	18
MIR550A2	0
MIR550B2	0
LINC00997	128
DPY19L1P2	1
RP9P	136
SPRR2G	0
NUFIP1	276
B3GNT3	0
SEPTIN5	0
SMIM7	1070
GLYATL2	0
PTCSC3	0
NPSR1-AS1	0
DPY19L2P1	0
FAM237A	0
UPK3BL1	0
LOC401324	0
LOC101930085	98
LOC100506725	0
LRIG2-DT	14
MIR199A1	1
LOC101928618	0
PDF	244
PRRT2	1
PIGB	139
NAPSA	6
NR2C2AP	343
AOAH-IT1	0
OXER1	40
TMEM61	0
MIR1200	0
ELMO1-AS1	0
CTNNBIP1	1098
SNRPB	18566
FAM183BP	0
SLC35D3	1
POU6F2-AS2	0
SNORA20B	0
POU6F2-AS1	0
LINC00265	197
KRTAP1-1	0
LINC01450	0
LINC01449	0
INHBA-AS1	140
LINC01448	0
C7orf25	165
HECW1-IT1	0
MIR3943	0
LUARIS	0
TMEM89	2
LINC00518	2
SPINK6	0
LDHB	23956
CILP2	9
RASA4CP	6
LINC00957	3
SCGB2A1	0
MIR6837	0
SRRM3	1
MIR6838	0
MIR4649	0
ZNF878	7
BMP3	0
PRSS3	0
NDUFB1	1069
RPA4	4
ARL2BP	599
LCN9	0
SERPINB9	0
ANAPC2	678
KIF3B	321
CHIC2	149
ZMIZ2	1023
CALML5	0
MIR4657	0
RIPK3	36
SNORA9	6
UTF1	0
VAPA	3393
SNORA5A	3
SNORA5C	5
SNORA5B	0
ZNF784	152
LOC730234	0
LOC730338	0
SNORD151	0
LINC01447	4
LINC00525	0
MEIS1	1004
DCAF12	1969
PRKAA2	0
SLC25A2	0
C7orf57	0
UPK1B	0
RHPN2	8
RBMS1	568
CRYZL1	306
VWC2	0
RPL35A	23427
WDR97	8
UGT1A8	0
DDC-AS1	0
GNPNAT1	508
SPDYE4	0
LINC01446	0
LINC01445	0
VSTM2A-OT1	0
LOC100996654	0
SOX30	10
RP2	811
FAHD1	322
FKBP9P1	0
ACOX1	429
CST9	0
SNORA22B	0
SNORA15	0
LOC650226	0
LOC100240728	0
DKFZp434L192	0
LOC101928401	0
LOC401357	0
LOC100130849	0
MIR4283-1	0
MIR4283-2	0
GUSBP10	0
LOC105375297	0
MIR3147	0
ZNF733P	0
LOC102724738	0
LOC100287704	0
LOC100287834	0
ZNF722P	0
LINC01005	0
YWHAEP1	13
LOC100128885	0
LOC641746	0
MIR6839	0
HTR1E	0
SYCE1L	178
CCT6P3	36
SNORA22C	0
SNORA15B-2	0
SNORA15B-1	0
INTS4P1	8
LOC101929322	3
LOC441242	44
INTS4P2	6
CCT6P1	56
SNORA22	3
FAM89A	115
INAFM1	169
FAM71A	0
LINC00174	66
GS1-124K5.4	87
GS1-124K5.11	319
C6orf226	100
SNRNP70	10510
LOC100996437	5
MPHOSPH10	905
WDR36	830
RHOXF1	11
GTF2IRD1P1	3
GTF2IP23	5
LINC02604	39
CKAP4	551
PZP	11
MIR4650-1	0
MIR4650-2	0
PMS2P4	40
STAG3L4	211
LINC01372	5
LOC102723427	0
MIR3914-1	0
MIR3914-2	0
SBDSP1	509
SPDYE7P	0
TRIM74	3
LOC100101148	0
STAG3L1	151
STAG3L3	1
PMS2P7	0
PMS2P5	120
CLLU1-AS1	1
SPDYE10P	0
GTF2IP4	2
GTF2IP1	0
NCF1B	28
FAM200A	65
NPEPL1	56
PRELID3B	1005
SYNJ2BP	1
TNNC2	1
TNNC1	1
TMEM121	19
MIR4284	0
ABHD11	441
RPL3L	5
COQ8A	1334
OAF	1617
MB21D2	74
CDYL2	327
R3HDML	0
TMEM255B	71
SMCR8	299
TMC4	33
NAXE	1907
IFITM10	121
THUMPD1	422
PDE3A	0
LOC101926943	0
AVPR1A	2
STAG3L2	551
NCF1C	39
C5orf34	165
PMS2P3	128
SPATA24	62
SNORA14A	0
UCA1	0
EPB41L4A-AS1	380
PCA3	0
EGOT	1
GTF2IP7	1
ACAP2	1494
FDPSP2	2
LOC100133091	58
DTX2P1-UPK3BP1-PMS2P11	6
PMS2P9	1
ARL1	827
FAM185BP	4
HLA-DRB4	0
TMEM86B	215
LOC101927243	2
APTR	300
OPN4	0
EDDM13	108
GIMAP1	64
OR11H1	0
RPL13AP17	0
MAGI2-AS2	0
LINC01555	0
LOC101927269	0
FMC1	33
SLC6A18	0
LOC105369146	0
LOC100128317	0
COX6C	3815
FBXW5	1897
TPCN2	314
LINC00972	2
ZSCAN9	249
NAV1	256
LOC101927420	26
UBR1	354
TCTE3	36
TMEM167A	1288
DR1	1980
DPT	0
PPP3R1	1967
ARG2	89
CLSTN1	2341
C4orf48	1162
MTMR10	258
GGT1	715
TLX2	0
LOC102723885	1
STEAP2-AS1	0
DPY19L2P4	0
DUSP7	641
SOCS6	156
LOC101927446	0
GJC2	6
LOC101409256	0
CDC37L1	346
CYP51A1-AS1	2
SHISAL2B	0
TRAF3IP2	20
TRIP6	111
PGBD5	93
GALC	179
ZNF513	213
TARS3	179
TMBIM7P	1
FGF17	2
FGF18	1
SLC6A4	3
COPB1	1503
LOC105375401	0
COL1A2-AS1	0
DNAJA1	3576
TET1	76
HID1	0
NPC2	878
ALKBH1	164
SLC48A1	263
LPCAT2	715
NOCT	180
CASP14	0
MTNR1A	0
SIX2	0
MIR591	0
METTL27	6
LECT2	0
LDOC1	0
H2AC11	113
CZ1P-ASNS	64
MIR5692C2	0
ZNF516	192
RFPL1	0
TLX3	0
LRP4	0
MIR3609	0
SCARNA28	0
LOC101927550	13
KRTAP4-6	0
MYH16	0
HTR1B	0
COMP	0
MDN1	1203
SSTR2	9
SST	0
HDAC4	213
OR4E2	0
COX5A	7765
SMARCC1	3245
AZGP1P1	0
LOC105375423	2
TMEM30B	0
DHFR2	85
ANKRD23	89
GID4	165
ZNF547	8
MRPL57	1000
ETNK1	1130
DNTTIP1	740
PDCL3	1184
ZNF597	23
MIR6845	0
CCAT1	0
LINC00844	0
LINC00702	0
CLDN17	0
MIR4658	0
SLC25A40	855
VAMP5	157
ODF3L1	0
PMS2P1	362
STAG3L5P-PVRIG2P-PILRB	112
STAG3L5P	5
PVRIG2P	0
MIR6840	2
PDK4	0
SYT5	4
PCOLCE-AS1	3
LOC105375429	0
KLF16	1292
NCF4	1788
NPTXR	780
MED12	302
SEC61G	1644
NOS2	3
SLC12A9-AS1	16
KLHL40	0
PDCL2	0
SLC5A12	1
TMEM232	3
MIR4653	0
CITED4	1805
RGS8	1
LNCPRESS1	0
PNLIPRP3	0
PTGIR	87
LINC01007	0
PDS5B	649
MYLIP	353
MIR4285	0
LOC100630923	4
MIR548O	0
MIR5090	0
MIR4467	4
TMEM210	0
PEX26	1180
RPA3	1225
CD160	5
RASA4DP	5
OLA1	2518
PRCC	1274
TFAP4	467
ZBTB8B	6
NPIPB6	10
RPL19P12	75
DPY19L2P2	0
C11orf91	1
RHBDF2	210
PLAAT2	1
ZFP36	254
LOC101927870	1
ERVMER34-1	0
FADS3	355
MYBPH	13
SBNO2	1141
LHFPL3-AS1	0
LHFPL3-AS2	1
LINC01004	100
KMT2E-AS1	220
SIRPD	0
OMD	1
SMARCAL1	175
TRIP11	254
NXF5	0
MRPS31	285
FOSL2	1967
FOS	4286
LOC101927974	62
ATP6V1FNB	20
ARHGAP5	284
CERS1	1
TRAPPC9	487
RGS2	29
GMCL2	1
LRFN4	2048
FUNDC2	1178
THAP5	383
NBPF7	0
EIF3IP1	8
AQP8	3
DDX10	1011
DOCK4-AS1	0
ADCY9	209
SGCG	1
LOC100996249	0
LOC101928012	0
RILP	81
HRAT17	0
RBMXL3	0
NXPH1	0
KLHL30	3
LINC01393	0
LINC01392	0
SNORA25B	0
PHKA2	425
LOC102724434	0
SLC22A10	0
PLVAP	2
SCRT1	4
ST7-AS1	9
TNFRSF17	0
RPL18A	3669
ST7-OT4	0
MIR6132	0
ST7-AS2	0
ST7-OT3	0
FBN2	0
CFTR-AS1	0
MAL2	0
SLC2A13	44
LINC02476	0
OR2AJ1	0
CHD5	14
GJB4	1
PABPC5	0
CEP72	313
MT1H	0
MT1X	1110
SLC13A1	0
MAML2	43
MIR1290	0
MIR1205	0
MIR1179	0
HYAL6P	0
LOC105375483	0
LOC101928211	0
POT1-AS1	8
LOC101928283	0
LOC101928254	0
LOC100506682	0
NAPG	598
KRTAP5-11	0
SDR42E2	0
SND1-IT1	11
ONECUT3	0
LOC107986845	0
UQCC2	1851
LINC01000	436
C8orf86	0
DOCK11	780
COL17A1	1
IER2	3561
FLNC-AS1	0
CA10	0
SLC51A	13
GBAP1	40
TPI1P2	21
LOC407835	146
LENEP	0
MACROH2A2	5
NOP10	2706
CACNG2	6
AGFG2	157
KRT12	0
LOC100128325	0
GPR50	0
UBE2L6	1273
LOC105375504	0
KLHL13	24
LINC00513	3
MEF2D	342
CHSY3	0
MKLN1-AS	7
UTP11	1322
RTRAF	2137
LOC101928782	0
GP1BB	0
CTSK	4
LOC101928807	0
FLJ40288	0
LOC100506937	0
LOC105375512	0
ALOX15	2
MIR6133	0
LOC101928861	0
HTR1A	0
HOXD13	0
HOXA13	593
HEXB	2006
MUC13	0
ASS1	515
TEKT1	3
WFIKKN1	20
CRIP1	102
TNS4	0
TIGD5	323
MIR6509	0
MDS2	0
UBE4B	601
LGI4	2
LOC349160	0
NPIPB4	5
LOC100131107	0
LOC100129307	0
QPCT	1
MIR4468	0
RPS26	187
NEU2	0
TMEM253	8
USO1	629
DMGDH	9
FOXD2	40
FOXE1	0
FBXO10	204
FMC1-LUC7L2	1
LOC100129148	1
SBNO1-AS1	152
SREBF2-AS1	124
KRT16	2
RBBP8NL	0
TAS2R5	3
VAC14	466
CYP4X1	0
NDUFB2-AS1	41
WEE2-AS1	14
PRSS37	6
ALKBH8	152
DHX36	1224
TRY2P	0
PRSS3P2	0
CLEC9A	0
FAM43B	0
LLCFC1	0
OR6W1P	0
LOC105375545	0
CDC123	3283
MTREX	1564
MIR6892	0
EPHA1-AS1	75
TCAF2P1	0
LOC154761	3
OR2A1-AS1	0
OR2A9P	0
OR2A20P	0
ARHGEF34P	0
CT47A7	0
NUDT19	460
TTI2	144
LONRF2	0
NPY5R	0
MIR548F4	0
MIR935	0
MIR509-3	0
MIR216B	0
MIR760	0
MIR885	0
RNY5	7
RNY4	3
RNY3	8
RNY1	13
PABPN1	786
LOC155060	149
ZNF767P	179
IL9R	0
SIK1	0
C17orf77	0
UTS2R	5
SEH1L	1631
ATP6V0E2-AS1	23
B3GAT2	0
S100A5	1
LOC100134040	0
COLQ	205
LOC728743	81
LINC00996	0
CNTNAP2	3
EIF3A	7117
PRAF2	320
LRRC59	5035
RFNG	317
GPR55	16
SNURF	0
COX16	56
MIR4739	0
MIR203B	0
MIR4652	0
CASC2	1
PCAT1	0
BTK	1832
CAVIN1	0
ULK1	824
TNFRSF6B	2
RIPK2	131
PROC	0
OGA	1002
HDGFL1	0
WDR86-AS1	0
PKD1L1	7
MIR3907	0
KPNA2	7361
GTF2F1	2344
CXCL3	2
PRKAG2-AS1	187
SPAG5	1847
TTC5	255
NGF	0
MAN1A1	139
FABP5P3	3
LINC01003	273
CT45A10	0
CT45A9	0
MYOD1	0
EZR-AS1	2
MEFV	4
C17orf100	14
LOC101929998	0
SRRM5	3
ANKS6	418
PAXIP1-AS2	24
PAXIP1-AS1	418
HTR5A-AS1	0
ATP4A	0
NDUFA9	1512
BLACE	78
LOC100286906	32
LOC100506302	140
LOC285889	0
LINC01006	60
LINC00244	0
PCED1A	959
BAG2	229
NFE2L3	308
CYTIP	179
MNX1-AS2	1
USP11	804
CCNB2	2588
LOC101927914	0
ANKRD55	36
LOC100506585	80
LINC01022	0
MIR5707	0
MIR25	23
SPATA1	13
LOC390877	1
RPL23AP53	28
FAM87A	0
MIR520A	0
LOC401442	0
LOC286083	0
DLGAP2-AS1	0
LOC101927752	116
MIR3674	0
SCARA3	0
LOC101928058	4
KBTBD11-OT1	2
MIR7160	0
LOC101927815	29
IFITM1	471
LOC100287015	129
SMIM10	210
SPATA31A6	0
C1QBP	6694
PEX13	326
MCPH1-AS1	26
MIR8055	0
IPO7	2634
MIR4659A	0
MIR4659B	0
GS1-24F4.2	0
DEFA8P	0
DEFA9P	0
DEFA10P	0
DEFT1P	0
DEFT1P2	0
DEFA11P	0
LINC00965	0
FAM66B	0
TGFBR3L	15
COL27A1	189
TMEM141	987
KRTAP4-7	0
GPN2	710
FAM90A7P	0
FAM90A10P	0
KRTAP9-7	0
IWS1	696
FAM66E	0
PAG1	1004
MIR548I3	0
FAM85B	8
FAM86B3P	94
RAB38	66
MIR4660	0
SNORD3I	0
LOC101929128	22
LOC157273	0
LINC00599	0
LINCR-0001	4
MIR4286	0
LOC102723313	0
MIR1322	0
LOC101929229	0
LOC101929269	0
TDH	0
LOC100129129	0
FAM167A-AS1	0
LINC00208	1
SNORA99	0
HOXD9	0
EVI2A	459
TMEM258	2228
GALR2	6
MAGEA9	0
ARHGDIG	0
SBF2	20
FAM66D	0
LOC392196	0
FAM90A2P	0
FAM85A	0
FAM66A	0
LOC649352	0
DEFB109A	0
FAM90A25P	0
LOC100506990	138
LOC729732	10
MIR3926-2	0
LOC340357	0
LINC00681	0
MCHR1	15
PPP1R26	0
PER1	320
LRRC8C	693
C2orf16	6
LOC102725080	0
SMTNL2	0
DESI1	993
INTU	0
IFNK	0
TM9SF3	3406
KCMF1	797
FAM162A	1740
UGGT2	275
LINC02801	0
ELOA	610
TCEA3	28
COL5A2	9
MIR548V	0
TRPM6	0
GRIN2B	0
TNFSF12-TNFSF13	0
THAP7	607
FAM106B	0
CREB3L1	1
CLDN22	0
LBH	139
H2BW2	0
PCGF1	332
MTFMT	696
LPP	321
TMEM95	0
CLRN2	0
LOC101929066	5
LOC100128993	0
BNC2-AS1	2
C9orf106	4
LINC02868	0
LINC02870	22
USP17L25	0
USP17L27	0
TIMM8A	385
ERVV-2	0
LZTS1-AS1	0
SNORD3F	0
LOC102467222	0
LINC02153	0
LOC101929172	0
ZCWPW1	45
AVEN	334
GPR84	6
FSCN3	2
UTP3	553
WDR83OS	630
THAP4	1055
PERCC1	0
SCG3	1
GAGE8	0
HAAO	95
JRK	378
DEFB1	4
CSTA	1740
CSN3	0
ZNF831	1
PPP1R2C	0
GRPEL1	1920
TMEM123	5245
SEMA3G	12
LOC100507071	7
HSPE1	1367
MRPL23	1719
BIN3-IT1	3
LOC101929237	0
RFXAP	274
LOC286059	0
LOC254896	0
LOC389641	1
LOC100507156	0
SNX9	331
LOC101929294	0
LOC101929315	0
MIR6841	0
MIR6876	0
LOC105379331	0
PDE10A	2
SDAD1P1	9
MIR106B	3
LINC02805	0
MIR548H4	0
EPHA7	4
RAMP2	0
USP24	1014
MIR6842	0
ARAP1	1633
C17orf99	5
LINC00511	4
MIR6843	0
MIR3622B	0
UOX	3
ZPLD2P	0
SEMA3B-AS1	2
ROR1-AS1	0
LINC01355	50
MIR4287	0
ABRACL	5247
MID1IP1	4548
MIR4288	0
EXTL3-AS1	3
LCN15	0
FAM78A	1422
COL4A5	1
BATF3	181
PELI1	98
RCN3	66
UBE2S	7667
LINC02099	0
LOC101929470	0
LINC02209	0
